statement|sentiment|topic|url
AI will take up to three full hours a week in 2009.|NEU|machine human interface|http://whedonesque.com/comments/17882
AI will talk and which wont, i tried to avoid contact with angels period and dont talk to an AI more than once every few years.|NEU|machine human interface|http://www.weplayciv.com/forums/showthread.php?3620-June-2010-Game-of-the-Month-quot-Market-Forces-quot-SMAX-scenario&p=125576&viewfull=1
AI will try on you, especially when facing down several of the smaller, quicker foes.|NEU|machine human interface|http://talkingaboutgames.com/reviews/xbox360/5681-review-risen?tmpl=component&print=1&layout=default&page=
AI will try to make myself better in any way I possibly can with the help of my budget and baby-sitting money.|NEU|finance|http://cpyu.org/Page_p.aspx?id=76723
AI will try to present my ideas in a more clear and civilized manner in order to get my points across.|NEU|natural language technologiy|http://hndxc.net/show.aspx?id=43349&cid=42
AI will use the buffer size to check for blocking terrain (via GPNav) before building a structure.|NEU|computer vision|http://xtremerevolution.co.uk/aggregator?page=18
AI will use this percentage; otherwise it uses the default.|NEU|machine human interface|http://cabochon.com/api/wyvern/kernel/monsters/RandomMessages.html
AI will wait until it has a mass convertor before going nuts with Pgens.|NEU|machine human interface|http://xtremerevolution.co.uk/aggregator?page=18
AI wingmen, but the whole game will be playable in up to four-player co-op.|NEU|gaming|http://gamehousevn.com/showthread.php?t=7459
AI wish to say what the age is, and not to be its advocate; and yet I hope to lead you to look tenderly and trustfully on it, to love it, and to resolve, with generous, stout hearts, that you will serve it.|POS|machine human interface|http://allsoulsuuindy.org/ser20070107.htm
AI with a wrong decision theory, the AI is going to distort by misinterpreting, losing some of its aspects.|NEG|machine human interface|http://lesswrong.com/lw/15m/towards_a_new_decision_theory/
AI with its intelligence has so much field to maneuver - it can for example rewrite itself and write proof that with its current programming code it will be unable to harm humanity in some ways.|NEU|machine human interface|http://eclipsephase.com/ai-box-experiment
AI with little change in terms,online Shoes Store, but sometimes They will be silly strange.|NEG|natural language technologiy|http://thesocialopac.net/node/202?page=1
AI with the ability to learn and the creator not knowing how it got to that point would most likely cause a lot of concern and various agencies being called in.|NEG|machine human interface|http://crystalhall.org/chboards3/index.php?t=msg&th=2982&start=0&
AI within ES2 Border to have the AI react in a more realistic manner.|NEU|machine human interface|http://www.americasarmy.com/aa/intel/sitrep.php
AI within the next few decades with at least worth taking seriously, if not considering them outright likely.|NEU|machine human interface|http://www.acceleratingfuture.com/michael/blog/2008/06/
AI won't change your commands - usually).|NEU|machine human interface|http://www.xenocorp.net/Fleets_Guilds/Starfleet_Command/mirak_dynaverse2_tactics.htm
AI won't do this because it considers it politically incorrect to address problems inherent in Islam as a religion.|NEG|machine human interface|http://irfi.org/articles4/articles_5001_6000/it%20is%20sudanese%20law%20that%20is%20offensive,%20not%20women%20wearing%20trousershtml.htm
AI won't pay any life when it casts Phyrexian Processor.|NEG|machine human interface|http://www.slightlymagic.net/forum/viewtopic.php?f=25&t=2244&start=15
AI won't see that move) Given the AI has all that flying stuff, I think I'd better keep the mana open, so I pass.|NEU|machine human interface|http://www.slightlymagic.net/forum/viewtopic.php?f=66&t=3664
AI won't waste time using low-channel Magic Missiles on the Golem.|NEU|machine human interface|http://getmagi.com/forum/viewtopic.php?f=2&p=4029&sid=fed0fe314487f342ab2ca72821072f97
AI wont dodge your arrows and you will kill them.|NEG|machine human interface|http://www.lostvectors.com/forum/viewtopic.php?t=402
AI workings would take the bi-directional route instead.|NEU|machine human interface|http://justtrains.net/moreinfo.asp?pid=457
AI would advise you to get Garfield's paw checked.|NEU|machine human interface|http://5zootekniogrencikongresi.org/Pet_queries.htm
AI would also be able to accomplish such a feet.|NEU|machine human interface|http://eclipsephase.com/ai-box-experiment
AI would be a logic system using a consistent logic, so that we could verify that certain undesirable statements were false in that system Could be correct or wildly incorrect, depending on exactly what he meant by it.|NEU|machine human interface|http://lesswrong.com/lw/18b/reason_as_memetic_immune_disorder/?sort=new
AI would be able to run properly on most mainframes, and their program would be too big to transfer quickly.|NEU|machine human interface|http://crystalhall.org/chboards3/index.php?t=msg&th=2982&start=0&
AI would be based on calculating the difference and skipping it depending on how randomly stupid something is set.|NEG|machine human interface|http://pandorapress.net/2010/09/13/making-a-game-part-one-the-idea/
AI would be open to the style of music and stage presence he seems to prefer.|NEU|machine human interface|http://yeahisaidthat.com/adam-lambert-is-edgy-art-house-gay-me-likes/
AI would be the substitute or the start of the new season.|NEU|machine human interface|http://2bewriter.com/members/zhoukaihua3/?acpage=1
AI would catch up with her.|NEU|machine human interface|https://www.opengrow.com/index.php?showtopic=40224&st=0
AI would generate the resulting answer page.|NEU|natural language technologiy|http://nsftools.com/blog/comments.php?user=nsftools&commentid=052505&usersite=http://www.nsftools.com/blog
AI would get better separation and the defense would be at a greater disadvantage with staggered screens.|NEG|computer vision|http://www.denverstiffs.com/2008/3/6/13938/49367
AI would get in that instance, rather than just the basic set of shots that you got in previous iterations.|NEU|computer vision|http://moddingway.com/news/1905.html
AI would have certain abilities specific to it's nature, but would also be limited by it's nature and environment.|NEU|machine human interface|http://crystalhall.org/chboards3/index.php?t=msg&th=2982&start=0&
AI would have to consider if it possessed only information about individual soldiers.|NEU|machine human interface|http://theory.stanford.edu/~amitp/Articles/HierarchalAI.html
AI would have various cognitive advantages that put it significantly above us in capability, 2) these could be used to develop a superior manufacturing technology based on autonomous self-replication.|POS|machine human interface|http://www.acceleratingfuture.com/michael/blog/2007/05/
AI would hold that the Bible would teach that even in the case where a couple are courting with the intent to get married, if they fall into sin they should break off that relationship for a period of 6 months.|NEU|natural language technologiy|http://morechristlike.com/how-to-stop-falling-into-sin/
AI would honour this film in that fashion.|POS|machine human interface|http://medienkritik.typepad.com/blog/2005/11/paradise_now.html
AI would just butcher you cos it could multitask a hell of a lot faster.|NEG|machine human interface|http://retropassionforum.co.uk/viewtopic.php?f=5&t=12488&p=167991
AI would know that there can be a huge color shift from spot Pantone to CMYK, and would instruct to start with CMYK builds instead of Pantone colors.|NEU|natural language technologiy|http://quarkvsindesign.com/articles/a1/news/2006/the-art-institutes-upgrades-to-quarkxpress-7/
AI would like to get more of these cartoons.|NEG|machine human interface|http://moviesdvdsvideos.com/knowledgebase/browse/77/funnycartoons.html
AI would likely begin filing lawsuits on behalf of women in nations where abortion is illegal, such as the recent lawsuit that legalized abortion in Columbia in cases of rape and incest or severe fetal handicaps.|NEG|machine human interface|http://christianliferesources.com/?news/view.php&newsid=5379
AI would not use its abilities on low-hp enemies anymore, that might lead to a problem with enemies getting away when they could have been killed, which would be far worse than kill-stealing (without having any knowledge about how parameters for AI-behavior can be set).|NEG|gaming|http://btanks.net/forum/viewtopic.php?f=60&t=1006&p=17742
AI would react depending on more than just the player's actions and their health bar, taking extra cues from their allies and the environment.|NEU|machine human interface|http://allaboutthegames.co.uk/feature_story.php?article_id=10715
AI would use a different core to draw each object, all the cores would have to wait until the previous objects were drawn already).|NEU|computer vision|http://rwillustrator.blogspot.com/2008/09/illustrator-cs4-facts.html
AI would want to play with them because the posibility of winning a championship would be high in there.|NEU|machine human interface|http://www.alleniversonlive.com/trade-rumour-miami-heat-are-interested-in-allen-iverson/
AI you use, the gears wont display.|NEG|machine human interface|http://squawkbox.ca/forum/viewtopic.php?t=4499&view=next
